features,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8
Overall_Rating,0.4170707321217091,0.2641357896892465,-0.250972014230881,-0.1967106429064122,0.29280433296284647,0.20169347265990648,-0.2865967688205563,-0.27321488194030596
Technical_Skills,0.39057266464125356,0.24232500033363885,-0.2511695995448894,-0.1986868904881338,0.29255804735477686,0.20280423170290798,-0.27077300008333455,-0.2400056271559403
Teamwork,0.40402054234899726,0.2604377620346617,-0.243097318196445,-0.19764465036383075,0.2874171369409517,0.18974158896254972,-0.2743045137759729,-0.2650227125781632
Customer_Service,0.39393326186452987,0.24796032514880018,-0.23978173893977917,-0.19965677864878278,0.2756857977871703,0.19540569215910591,-0.25531727515572916,-0.25966323621928755
Hire_Again,0.344540428617625,0.2066053897679061,-0.1454581949163548,-0.14859156788300787,0.22734204775116518,0.1460163854214068,-0.25150507184882226,-0.264098798202655
SJ_Most_1,0.026091037670920754,0.0036487111218549513,-0.005186410766701425,-0.014315782995096619,0.013739881928208962,0.016304626765252083,-0.004157191308047497,-0.03161747215187686
SJ_Least_1,-0.01659810105219101,0.014498902579006281,-0.0006192340638041588,0.006415654812130755,-0.003984008969966252,0.018658421969527807,-0.012079971521037866,0.006768745170041441
SJ_Time_1,-0.03082121576823499,0.015813181221953916,-0.020691121284342064,0.05147435408639908,-0.0130567796310474,0.02276588188862475,-0.004833443528616111,7.833767677544693e-05
SJ_Most_2,-7.979085268503428e-05,0.0225561085700483,-0.014086846074663794,-0.0112355430874286,0.002756101065331051,0.015491679106989682,-0.011629789336220568,0.010569992388550354
SJ_Least_2,0.001927102480490243,-0.010401696587962205,0.010976122131504814,-0.007517574759178458,-0.0035941628796541795,0.002264943364333568,0.00778170445558605,-0.007032567484352047
SJ_Time_2,-0.010662195175491964,-0.002928059866663458,-0.008856979237277279,0.006563466899539643,-0.009429857101439166,0.0005514931489775455,-0.009465593045595818,0.038887838764506286
SJ_Most_3,-0.03144117186103032,-0.006301821932426101,0.014566125702104363,-0.006135481225431949,-0.016324818957095352,-0.01171110779148668,0.016335170872663153,0.03397111609977735
SJ_Least_3,-0.007472691504205067,0.0050248859602188825,-0.015005046220601705,0.02455127365846161,0.0016277244272138672,0.0026099977681417206,0.00568220935107179,-0.010732694499712453
SJ_Time_3,-0.029232672263191727,0.01608712586172123,0.006031841217975417,0.06125253383063547,-0.034242916065792675,0.0018012812279079035,-0.024233360291773066,0.010062724264252657
SJ_Most_4,-0.01610876407168524,0.018733258781274454,-0.005363882447390245,0.010699348355660322,-0.008053945927613597,-0.007376439396314214,0.011118995519058157,-0.001343578856423563
SJ_Least_4,0.029346087328193576,-0.038764443743876054,0.033231750505160126,-0.03520887563433095,0.01759080820961511,-0.008607798194704114,0.02431166197243609,-0.04700590351986772
SJ_Time_4,-0.019043000111619086,0.0023960190660914896,0.00045055588062643034,0.022382909306472194,-0.02740544243573587,0.00530141610504676,-0.0056222114307073485,0.025509692618896698
SJ_Most_5,-0.0034327896223203206,0.01729060749280814,-0.0018085363431347276,0.00018982009391829702,-0.008191112964703245,0.012662402726112071,-0.020514452909288196,0.014170777978579147
SJ_Least_5,0.027718599699147403,-0.028164790575663012,0.01805816862393376,-0.042057963368064444,0.022161937587367078,-0.013335036267477045,0.033126657308066715,-0.03922081852086861
SJ_Time_5,-0.021339688004440912,-0.0012648620498649432,0.02070478636159456,0.03209845108424124,-0.02378958031222769,0.023769946722094277,-0.024713916882431387,0.002363480827410055
SJ_Most_6,0.01536293394206165,0.013066733927878042,-0.016584485032887345,0.004862356429340542,0.00524499719623437,0.020485288637657917,-0.018348222117452094,-0.010331205650689283
SJ_Least_6,-0.02001644109735439,0.026345015271781146,-0.030552290131901114,0.022609075511915537,0.01131928613296636,0.013122128749281434,-0.015846188263548,0.01652976217743593
SJ_Time_6,-0.01399462967591285,0.026722746438024435,0.006957859573790017,0.07247094044554594,-0.0487082429104667,-0.0146818034245518,-0.03722263685866979,0.009890178963388275
SJ_Most_7,-0.006885877083410095,0.005778761848922637,-0.018060933173152223,0.0029366109489051477,-0.0017668426758642324,0.01672791801026879,-0.023755975571934346,0.041014279790556774
SJ_Least_7,0.014993637760231965,0.017334073669654587,-0.0003216692647708772,-0.0022761850349782373,-0.0056271409780064546,-0.01618157830329501,-0.009728495754650856,-0.002565593438682675
SJ_Time_7,-0.022803447390235817,0.000455311340230595,0.013964250762853223,0.02031605430710528,-0.018945283478083497,-0.000783170733547714,-0.02534582816838949,0.0355790627839567
SJ_Most_8,0.002314661632720855,-0.0042742619973484535,0.010067741550583598,0.0039189592042456495,-0.0007003229848545445,0.01403304177606069,0.0011570925797449358,-0.025805170029971465
SJ_Least_8,0.03768736382606856,0.014867967044745013,-0.0038111364119265386,-0.02920522344885752,0.026163402334905102,-0.012659849277062728,-0.020180436080125666,-0.015289974301237269
SJ_Time_8,-0.011590422230554832,0.000933414507753159,0.017485345382412327,0.014271352494913746,-0.015212669665921602,0.004178297803984678,-0.01242306188700903,0.0019189377281826068
SJ_Most_9,0.016963783273816826,0.015528678941147171,-0.0077796011833371845,-0.00041433539119207705,0.009591525956019527,-0.007989642490052346,-0.020098166441310406,-0.0031883491012482004
SJ_Least_9,-0.022799321781303165,-0.010980518724054327,0.0021576348082016934,0.008631892952406421,-0.0014223774569902016,0.01134530604764217,-0.0018184454094363057,0.020678043422724113
SJ_Time_9,-0.01443707045279125,0.0038797041153212438,0.004680646209320039,0.004382881509576828,0.0025577227216694197,0.00027976818550730603,-0.009721195807654178,0.012091729350151006
Scenario1_1,0.019542022615778618,0.019346460713643317,0.003494821874812976,-0.020425888137569542,0.018383655884283708,-0.0035872027399760876,-0.0009003362958860776,-0.03688061513452101
Scenario1_2,-0.01921489080192949,-0.003874880910704326,-0.01128319378179401,0.03389929891727329,-0.00649682689930099,0.01001510074629904,-0.0008458932643560461,0.006637266524568683
Scenario1_3,-0.0026209641653145953,-0.007149530678515098,0.006951658932373634,0.011244726395927732,0.010659796881311363,1.4404575424266809e-05,-0.011554438037407223,-0.007314237051873895
Scenario1_4,-0.0025752048324097867,-0.0029585826094947866,-0.030503028344323148,0.007343753384905956,0.005260792015118555,0.01704572945517547,0.0036220296932135297,0.016520564483705626
Scenario1_5,0.028480529848636707,-0.007541230637615647,-0.0022803160706865366,-0.013103095517463872,0.010565558350843132,0.0013476925350239953,0.0003263923082438866,-0.022126664512904085
Scenario1_6,-0.006034305786769819,0.01703106199057027,0.000694863800670444,-5.955163528662834e-05,0.0017597715223279487,0.00014470910659964754,-0.006068216047830009,-0.002881978325892204
Scenario1_7,-0.04155458870979331,0.0030363614096678114,-0.019116010761831618,0.048758908387230064,-0.03376766292006682,-0.0031443460965540314,0.017475424629480422,0.034776145619746186
Scenario1_8,-0.021229830512725152,0.01040085179710741,-0.0026455098321658908,0.036426730526506655,-0.015001869282231952,0.01634637553529157,-0.017909508820196002,0.006655956584723776
Scenario1_Time,-0.05504563628305628,-0.006972613953302159,0.00418025883593367,0.08877081407436159,-0.059995404604300945,0.0003144780903153836,-0.01643337044774246,0.0504912746415447
Scenario2_1,0.0274029691156108,0.0018742309917534339,0.013319702365484373,-0.04531124738125122,0.031609257343276624,0.004528035751720954,0.014031784811394943,-0.05363226132491561
Scenario2_2,-0.019055913008560965,-0.0030201751120832766,-0.02274809196605021,0.05567727556099263,-0.01796699573027747,-0.01023338307234602,-0.02327131157950504,0.04834004454318945
Scenario2_3,-0.02110084678107551,0.02174994854832673,-0.006400050031742955,0.015107407489943521,-0.011228467950333365,-0.007945685687603265,0.006484670355159132,0.007514989235192076
Scenario2_4,-0.02218241958308927,0.0016533899002373642,-0.024169081183757865,0.04024034239872776,-0.0017561554135509987,0.006509791201122265,-0.02513344323866073,0.04143005826342837
Scenario2_5,0.008291867433542762,0.0004536653714434808,0.011421146001501774,-0.04018636465136226,0.0207185554248042,0.008924305050379099,0.013202326828569571,-0.024628027695524364
Scenario2_6,0.006326847818333458,0.004057176136282295,-0.012298333409732277,0.021449282837131135,-0.002648888753681992,0.0009181412037393664,-0.019634034798572175,0.007715348863384113
Scenario2_7,-0.04403573953497523,0.023613066906430252,-0.028550106301573383,0.05441182646564699,-0.03180677885116237,0.0007054234195240133,1.6490694455703744e-05,0.04230578242601909
Scenario2_8,-0.01832400413490413,-0.001628138399632685,-0.00793297385423359,0.014981333548034511,0.00010757477561087851,-0.0049004580224492915,-0.008335335426691824,0.030844177672416827
Scenario2_Time,0.012048120273586075,-0.005315896765273713,-0.009040191933323036,0.0214162035043808,-0.017950102318063606,-0.0014469435290958613,-0.011837329985875864,0.011421699810735955
Biodata_01,-0.03215140403563631,-0.06492591244945342,0.11073069420232332,-0.033175051904100875,-0.021995201683798638,-0.06714887320874109,0.09264155139953703,-0.0561052562364788
Biodata_02,0.025565088962770082,0.050559557234117175,-0.04148929558542644,-0.023873186440285972,0.06393785882831136,0.031620161025214796,-0.025471125041624625,-0.04684390317309235
Biodata_03,-0.0019599667285035882,0.00677314867439148,-0.010658066153017665,0.022438936005481767,0.018340700475819486,0.01618884194603309,-0.027220995422145813,-0.008517746316635329
Biodata_04,-0.06629907983194819,-0.059292298799630674,0.0382526990035393,0.03396455631406924,-0.06403512007156739,-0.027505023386487956,0.047801951510666754,0.0678913489786698
Biodata_05,0.029282593234011382,0.04989964003475173,-0.07594848037145462,-0.030080776581835847,0.059391729208047916,0.04323134546422959,-0.021045402715869126,-0.009487929938936565
Biodata_06,-0.049986254293809776,-0.0773610668707492,0.12017428921955785,-0.025733274949402724,-0.021905774958701902,-0.06908254615302056,0.08684747108733418,-0.03604020326853017
Biodata_07,-0.03236681007520329,-0.048155186008420586,0.05569456948742206,-0.024524568818532745,-0.014068914224261451,-0.04011028825561689,0.07475724506739355,-0.013643518976909186
Biodata_08,0.057949242276980076,0.05470593602809436,-0.046694850880776746,-0.03402052012609462,0.06361017897261922,0.041555315494733146,-0.05363991073109181,-0.04564828831960055
Biodata_09,0.0004918419152600269,-0.04213941690561809,0.09406240209507613,0.02630401662136854,-0.04178714044026621,-0.04932737085047739,-0.006120456114000403,-0.03209280469588168
Biodata_10,0.05931147224775302,0.07670678159886278,-0.05415999432456926,-0.03936546577759709,0.06081507994698215,0.04447935283824901,-0.06095257615424028,-0.04210200434612402
Biodata_11,0.016300325229253704,-0.02171773276160505,0.004275405912101748,-0.02222826661808917,0.023580471703897238,-0.0029752871877879727,0.009686175173097233,-0.01475026902976917
Biodata_12,-0.04927158450601414,-0.043816251835756465,0.07000932888143738,-0.00876348537872232,-0.019588360544235805,-0.04172045938120976,0.06864113911905877,-0.01810464670832926
Biodata_13,-0.0013109959547598087,0.021454045655789074,-0.016280266532678847,-0.03140749368763823,0.004044471364650219,0.009747548788798743,0.01812006939019796,0.004225515858019559
Biodata_14,0.004074479767124245,-0.07620854485631973,0.1209913958119752,-0.05002409545676899,-0.011286058242373782,-0.07344964222188792,0.07316026819277058,-0.06853695081397146
Biodata_15,-0.029180903732699937,-0.06969260450932398,0.11774027593205054,-0.04541779872078556,-0.020636436507383372,-0.06214922851461806,0.0937181402020669,-0.05803331950929404
Biodata_16,0.005020133076102009,0.05309986280355703,-0.06794561096823445,0.012843125813985806,0.003385630633579521,0.035347696716416716,-0.021402062256716238,0.020292792897672697
Biodata_17,-0.021828377454386108,-0.07581425904753838,0.10879877696356346,-0.012493657520831375,-0.032757238937928014,-0.06663868613811019,0.07022353147095599,-0.041874732013737606
Biodata_18,0.024363582205459075,-0.028038290062980656,0.0914051323765199,0.006135952211603691,-0.02289716126959593,-0.040140243581980116,-0.016933911964482205,-0.059630323189207246
Biodata_19,0.03384336715729234,-0.009067517339424595,0.029191743907891716,-0.02404275553246383,0.01557379226280072,-0.018475676147336577,-0.002309157950809311,-0.04444276669003461
Biodata_20,-0.01047477869241636,-0.0015372738046574635,-0.011902327584059704,0.016102877721761277,-0.005913217683282016,0.0008781491717074113,-0.0030891421307560826,0.021039040083289943
PScale01_Q1,0.06709764996671419,0.03326828027190867,-0.07084405644616312,-0.030453136157426376,0.04626934562664021,0.04284575569270491,-0.030957353955943647,-0.022335087978149135
PScale01_Q2,-0.047020356404188855,-0.06172095165573842,0.08142053550635892,0.007448078377309693,-0.03600165282776996,-0.020413575530549122,0.027867042243674464,0.011625592382732891
PScale01_Q3,-0.0467112874839376,-0.03887532848662027,0.06486544082406957,0.004554669307058567,-0.03954226407953647,-0.023152876673939855,0.023160459400391322,0.02621516803413368
PScale01_Q4,0.06964751995769963,0.041843513764956514,-0.08538257794504414,-0.028218002048352543,0.04499053789401157,0.04922119147210223,-0.026917679236055786,-0.024164974409839075
PScale02_Q1,0.02303567132604329,0.04867742639647252,-0.0630494899111014,0.027826918681850433,0.006990291538851797,0.043882151488070786,-0.05837788056287232,0.015299809349803774
PScale02_Q2,-0.0020885076915150517,-0.05230408021818772,0.05168139455881234,-0.04188992903103637,0.015869022965018915,-0.03440108972756535,0.05130850086429141,-0.027539809969229237
PScale02_Q3,0.04594191294841214,0.04977937150958256,-0.036306112517606515,-0.025629729929423233,0.025057972038553235,0.025377532941866173,-0.032529790047452864,-0.027147074009341837
PScale02_Q4,0.0587603745505566,0.0350760861347989,-0.032377021008507846,-0.01679574489937878,0.038742685181333225,0.004260310988993614,-0.045280790918216476,-0.027317055397208384
PScale03_Q1,0.001866129907959823,-0.07890662498374254,0.11415879534440102,-0.02391206889541685,-0.01823133020636944,-0.05475214412104695,0.03237439517796666,-0.04013979729331646
PScale03_Q2,0.0009590895095226096,0.0817879747971853,-0.12546714919942945,0.05403389554581362,0.011496689531869405,0.06555396792342563,-0.07584278145725387,0.06769556073366359
PScale03_Q3,0.02108024339469817,0.04805732829101453,-0.07891414678489478,0.01885088917863796,0.037232495776011246,0.021657667989367343,-0.06818561227500647,0.04563403296454375
PScale03_Q4,0.04682945466448521,0.05514529310765936,-0.07173505485808802,0.0031066284955922722,0.030839430785229476,0.03434713242463352,-0.07248612885400094,0.01824783618064102
PScale04_Q1,0.03232798151776675,0.04504896062424546,-0.07352281343592022,-0.0093522841339665,0.05089758353998811,0.026774003019366423,-0.03764178826412479,0.005140890930746142
PScale04_Q2,-0.007175148206200934,-0.0655077905994063,0.1037108597935724,-0.020896766999149125,-0.02586552804330696,-0.053183292996804785,0.05289805646152571,-0.04835375600367472
PScale04_Q3,-0.04455448240246414,-0.04381998884011666,0.06843384499921294,0.013450126863928793,-0.038528274882361074,-0.03392528348391338,0.03615243272485026,0.005745055675565045
PScale04_Q4,-0.028853898011500165,-0.046875791050415894,0.08601855737529757,0.0005302014168222253,-0.025305370006921714,-0.04934742456317,0.05721249174867328,-0.04564081827048246
PScale05_Q1,0.0826906225755557,0.03306555809106318,-0.04129100470775218,-0.038452937454457596,0.0542393779681636,0.027875053353675617,-0.06218106220463572,-0.031321453650982434
PScale05_Q2,0.07418408634851426,0.012951002084128227,-0.024870880592629572,-0.04569568405042163,0.05260424127523693,0.0038596206533546657,-0.03591623639982724,-0.03057687012592467
PScale05_Q3,0.058329710167600406,0.0333686727363084,-0.027397783153797046,-0.04148229613463439,0.04575736611840097,0.01866704247412533,-0.039959476738318546,-0.029174409167189528
PScale05_Q4,0.07838978749172243,0.020104024089252465,-0.04034419137327305,-0.04478079752793275,0.05650334713385612,0.01683806116087478,-0.04133562233349118,-0.028879682544346082
PScale06_Q1,-0.030055193439618016,0.03804529543516939,-0.06727221685414292,0.04991087543845765,-0.008252872129549199,0.04618502201776766,-0.045500011952551135,0.0677563483964905
PScale06_Q2,-0.04158140958657537,0.07110210985205782,-0.07476345231062898,0.07232956110002339,-0.02366672296601694,0.037508184783712636,-0.06804585270577353,0.08625218152899211
PScale06_Q3,0.024294612203730283,-0.0007222990514787523,0.023737377579897617,-0.03661002279217616,0.018890286947622594,-0.014669320478282951,0.006976028609710012,-0.037094559848359535
PScale06_Q4,-0.030120699982667715,0.026894233926272302,-0.04754404588418914,0.04841409216733332,-0.010909252667440987,0.039888705739323,-0.05350106413326221,0.06964692621928907
PScale06_Q5,-0.01798629761979348,0.04881662733185774,-0.05532818146584858,0.040594689904871493,0.003604274313514187,0.04741425371622118,-0.05897363370925966,0.04242280449043309
PScale06_Q6,0.0014681990835052894,-0.045279510166811365,0.04592640347158916,-0.01952019270823064,-0.003871821988959627,-0.018854823538087956,0.03740474224683402,-0.02900276955432804
PScale07_Q1,0.02494443709893867,-0.06648401401733037,0.05529019374465087,-0.04085277925661093,0.013485181704921904,-0.03410233853129993,0.05283910057883414,-0.05274340960103373
PScale07_Q2,-0.034452771919495515,0.04592386579871922,-0.055807630059171484,0.02973190063109768,0.0062570130062032546,0.04465072642513329,-0.027789867257633147,0.03920116510495248
PScale07_Q3,-0.03517100100508928,-0.02556699863055856,-0.01298617744589967,0.022629923338986245,-0.003922904372336932,0.00944073141369428,0.008603898311343684,0.0443967243398964
PScale07_Q4,-0.0018988319347949,-0.05542773939334897,0.03993993474422734,-0.022368430213855105,0.01696052027566654,-0.03876338977957802,0.03006554065967131,-0.0033274534640991517
PScale08_Q1,-0.004255470184645816,-0.026081959693420906,0.01274749311364846,0.0004217736074182644,0.0007810340969082669,-0.03236724974531366,0.02159927758818819,0.006535551267044569
PScale08_Q2,0.043861548836375226,0.007233041957730646,0.008731150545061702,-0.028259735929474,0.004631244545164468,0.0017679300717837498,-0.016589124609715566,-0.02697052263931245
PScale08_Q3,-0.014128299589360127,-0.052042269821524774,0.02168714578372863,-0.007919599684583781,0.020749611548990188,-0.04514704291099599,0.041873780914271026,0.004086847820329213
PScale08_Q4,0.019702334874261908,0.029161220428991885,-0.010757226962035535,-0.012852940951676451,0.005234234027651468,0.03197823420703287,-0.03692204723594801,-0.005046037808560588
PScale09_Q1,0.01776011620512913,-0.06315810382304317,0.04215325102844856,-0.02268545280031245,0.015118144036960173,-0.031215314607841792,0.03846523385338885,-0.03544008371230359
PScale09_Q2,-0.00620371526467536,0.021781294379639906,-0.02957492014007074,-0.008043862053241577,0.011024421032443943,0.026639102629564856,-0.013813109054761751,0.022408615008436973
PScale09_Q3,-0.0021420752259518967,-0.035159440603419925,0.03431822749787354,-0.015865549253996396,0.012034474692753401,-0.03536235944412066,0.025457690463920397,-0.012065578204807132
PScale09_Q4,0.030651329714444755,-0.04313879489474045,0.035327935019123805,-0.042582187111105924,0.004906547314706756,-0.03854817418717755,0.03399663313992678,-0.019744764254804325
PScale10_Q1,-0.028838811111258293,-0.05993344366636446,0.10687994223712388,-0.03311010252823261,-0.0176223753738512,-0.03292884289278743,0.06151605522334203,-0.05034969789056712
PScale10_Q2,0.007172278857585,-0.07537463928604343,0.11502312380157159,-0.041887856712953836,-0.004673831339798526,-0.05136988727570821,0.04606431011189401,-0.06297754082228893
PScale10_Q3,0.010747833832575045,0.05299268145058573,-0.06788152047943255,0.021165220812100344,0.00796919014901254,0.03360773766180128,-0.043228597016950726,0.02737197734142998
PScale10_Q4,0.024639891687537455,0.051308991568692744,-0.10213419205681484,0.016116053197741217,0.035009215738178584,0.049517755785884354,-0.05942574699696227,0.04420629195796754
PScale11_Q1,-0.04494694874002184,-0.010437243725634412,0.07206744632313317,0.017405615899637655,-0.04200265798587195,-0.02936218297360543,0.004597284196513323,0.005823988027169619
PScale11_Q2,0.06001069107160603,0.047966829654461016,-0.09025091306333004,-0.02035817790686794,0.048057578200152704,0.039052720504853936,-0.029769864897196657,-0.012430839329091215
PScale11_Q3,0.08424659757193284,0.027360382736142084,-0.054418001986734646,-0.04323733503908691,0.05767337695127167,0.03913174258837996,-0.028398036223336007,-0.056483596438770996
PScale11_Q4,-0.047344809657334064,-0.053025025427635195,0.088768872383315,0.01966601948054676,-0.04618534849076297,-0.047037914034660636,0.03552719378046097,0.0013397827489482503
PScale12_Q1,0.02165249900695363,-0.06298562017015584,0.07597203467880137,-0.053812592953207804,0.0108778684083952,-0.035560343756440134,0.04017750220383809,-0.04715134209553195
PScale12_Q2,0.03447398005234127,-0.08289244108286319,0.0901997844405917,-0.041803141676630975,0.008313798630482499,-0.05381272468935111,0.034516448518072465,-0.05434160393674966
PScale12_Q3,0.0038658091732281605,0.04038277578563278,-0.0653875616298782,0.009597593660586079,0.017263463001652726,0.032827260944119016,-0.013258352466397314,0.012046416166324982
PScale12_Q4,0.0024965361551535447,0.06423279401259946,-0.07337618316667713,0.010054796963070217,0.0030728444582162856,0.0393201134311717,-0.032160721626043796,0.03351849352170345
PScale13_Q1,-0.008105724870433687,-0.04295959028599261,0.025900067066162755,-0.016614131800065095,0.010842300450516894,-0.05111731089618142,0.05432523683382727,-0.008693457840064991
PScale13_Q2,0.025340533494254656,-0.05382509519900394,0.04624384415357842,-0.04358305777745455,0.025566382509311897,-0.042716427600926095,0.041441250142196275,-0.04194706732399155
PScale13_Q3,-0.004589710815982764,0.0528667212439401,-0.04971271028562864,0.023863061565163123,0.012780154329515228,0.03523701274869451,-0.05686474501782197,0.03007166853822835
PScale13_Q4,-0.015041716653307242,0.03988154109376413,-0.015115073868472741,0.011334262356194537,-0.003864339116075681,0.015358459637147773,-0.019545432452045042,0.00753390561886402
PScale13_Q5,-0.04459958176881803,-0.018864751395190824,0.004596378365579814,0.006816868072611674,-0.00017546695168165274,0.03534050322229457,0.004203544995083974,0.02771644625933338
split,,,,,,,,
group_1,1.0,-0.13519029337436317,-0.23432706778709902,-0.16526298402333756,-0.1479746270644234,-0.10241742171607342,-0.2016628496523996,-0.1656717194571638
group_2,-0.13519029337436317,1.0,-0.15196952708607664,-0.10717898603877447,-0.09596686506635431,-0.06642137970039438,-0.13078560740729323,-0.10744406566089629
group_3,-0.23432706778709902,-0.15196952708607664,1.0,-0.18577470985519096,-0.16634059690548325,-0.11512902853510995,-0.22669236916026536,-0.18623417576085238
group_4,-0.16526298402333756,-0.10717898603877447,-0.18577470985519096,0.9999999999999996,-0.11731441727338007,-0.08119662394575387,-0.15987848837328425,-0.13134468802097007
group_5,-0.1479746270644234,-0.09596686506635431,-0.16634059690548325,-0.11731441727338007,1.0,-0.07270254871814774,-0.14315340989679598,-0.11760456427466816
group_6,-0.10241742171607342,-0.06642137970039438,-0.11512902853510995,-0.08119662394575387,-0.07270254871814774,1.0,-0.0990805210484562,-0.08139744288600129
group_7,-0.2016628496523996,-0.13078560740729323,-0.22669236916026536,-0.15987848837328425,-0.14315340989679598,-0.0990805210484562,1.0,-0.16027390664369068
group_8,-0.1656717194571638,-0.10744406566089629,-0.18623417576085238,-0.13134468802097007,-0.11760456427466816,-0.08139744288600129,-0.16027390664369068,1.0
